,customer_ID,frequency_score,spending_score
206,12587.0,4,46.24
207,12588.0,48,340.22
208,12590.0,72,726.5600000000001
209,12591.0,69,299.4
210,12593.0,21,55.7
211,12594.0,202,630.37
212,12595.0,19,60.62
213,12596.0,27,118.95
214,12597.0,214,852.51
215,12598.0,211,589.53
216,12599.0,133,369.11
217,12600.0,140,852.06
218,12601.0,35,238.76
219,12602.0,12,23.65
220,12603.0,3,28.95
221,12604.0,16,41.46
222,12605.0,82,179.82999999999998
223,12606.0,1,21.0
224,12607.0,202,435.86
225,12608.0,16,26.04
226,12609.0,176,708.52
227,12610.0,111,545.77
228,12611.0,65,173.88
229,12612.0,21,94.24000000000001
230,12614.0,20,112.2
231,12615.0,278,890.14
232,12616.0,59,231.85
233,12617.0,42,79.92999999999999
234,12618.0,11,73.02000000000001
235,12619.0,105,1056.05
236,12620.0,92,197.6
237,12622.0,11,63.13
238,12623.0,176,549.31
239,12624.0,38,147.14
240,12625.0,188,446.35
241,12626.0,307,872.0
242,12627.0,230,675.72
243,12628.0,43,158.14
244,12629.0,45,179.9
245,12630.0,64,287.13
246,12631.0,186,578.52
247,12632.0,38,98.67
248,12633.0,313,980.69
249,12634.0,20,155.55
250,12635.0,179,472.78
251,12636.0,1,141.0
252,12638.0,48,161.84
253,12639.0,64,286.19
254,12640.0,53,303.0
255,12641.0,10,69.64999999999999
256,12642.0,47,168.76
257,12643.0,56,373.96999999999997
258,12644.0,123,416.96
259,12645.0,163,422.76
260,12646.0,45,107.42
261,12648.0,66,243.89
262,12649.0,124,333.57
263,12650.0,20,38.69
264,12651.0,32,68.7
265,12652.0,54,159.52
266,12653.0,86,236.59
267,12654.0,38,167.98
268,12655.0,16,87.85
269,12656.0,253,990.7
270,12657.0,56,284.53
271,12658.0,36,148.12
272,12659.0,5,26.54
273,12660.0,13,50.25
274,12661.0,11,9.65
275,12663.0,11,61.349999999999994
276,12664.0,46,529.92
277,12665.0,21,90.8
278,12666.0,33,127.31
279,12667.0,33,119.6
280,12670.0,117,428.21
281,12671.0,45,122.691
282,12672.0,25,111.75
283,12673.0,74,219.34
284,12674.0,91,290.68
285,12675.0,115,450.77
286,12676.0,108,595.51
287,12677.0,23,90.95
288,12679.0,56,215.13
289,12680.0,53,207.17000000000002
290,12684.0,105,266.28
291,12685.0,157,482.15
292,12686.0,14,45.62
293,12687.0,126,564.93
294,12688.0,171,705.33
295,12689.0,72,205.34
296,12690.0,16,88.42999999999999
297,12691.0,39,198.7
298,12692.0,13,40.6
299,12693.0,83,425.17
300,12694.0,84,243.23
301,12695.0,59,317.72
302,12696.0,50,212.15
303,12697.0,43,210.67
304,12698.0,16,81.6
305,12699.0,41,127.56
306,12700.0,270,738.13
307,12701.0,147,438.0
308,12702.0,12,65.3
309,12703.0,84,261.87
310,12704.0,90,645.7
311,12706.0,1,91.89
312,12707.0,33,106.81
313,12710.0,79,227.77
314,12711.0,60,154.76
315,12713.0,38,95.13
316,12715.0,21,71.44
317,12716.0,69,183.94
318,12717.0,72,402.24
319,12718.0,19,51.72
320,12719.0,42,149.5
321,12721.0,254,879.46
322,12722.0,57,251.27
323,12723.0,69,220.96
324,12724.0,129,416.88
325,12725.0,130,729.83
326,12726.0,179,391.25
327,12727.0,205,685.51
328,12728.0,61,274.31
329,12729.0,26,96.24000000000001
330,12730.0,47,231.05
331,12732.0,12,42.27
332,12733.0,162,583.11
333,12734.0,19,72.89
334,12735.0,43,232.89999999999998
335,12736.0,4,22.32
336,12738.0,22,86.9
337,12739.0,89,726.9200000000001
338,12740.0,27,56.0
339,12741.0,16,195.53
340,12742.0,68,116.13
341,12743.0,134,407.17
342,12745.0,23,269.54
343,12746.0,20,73.95
344,12750.0,15,69.3
345,12751.0,62,113.71
346,12752.0,53,121.59
347,12753.0,230,536.39
348,12754.0,65,132.5
349,12755.0,117,256.96
350,12756.0,4,2.9699999999999998
351,12758.0,317,714.05
352,12759.0,302,867.58
353,12760.0,21,62.56
354,12761.0,27,118.65
355,12762.0,69,188.79
356,12763.0,34,60.879999999999995
357,12764.0,45,242.44
358,12765.0,68,180.32999999999998
359,12767.0,43,90.08
360,12768.0,20,60.160000000000004
361,12769.0,32,142.6
362,12770.0,37,103.48
363,12771.0,16,89.8
364,12772.0,55,203.54
365,12773.0,12,24.22
366,12774.0,6,23.8
367,12775.0,82,309.42
368,12776.0,4,30.12
369,12777.0,26,83.21
370,12778.0,115,360.65
371,12779.0,295,928.18
372,12780.0,20,60.739999999999995
373,12781.0,30,88.15
374,12782.0,241,926.54
375,12784.0,131,428.40999999999997
376,12785.0,58,306.68
377,12786.0,18,55.800000000000004
378,12787.0,45,141.09
379,12788.0,26,107.1
380,12789.0,8,134.75
381,12790.0,40,183.1
382,12791.0,32,561.51
383,12792.0,48,201.66
384,12793.0,51,205.89
385,12794.0,45,93.47
386,12795.0,14,107.73
387,12796.0,7,26.7
388,12797.0,49,245.64
389,12798.0,33,29.72
390,12799.0,15,42.55
391,12800.0,34,130.46
392,12801.0,51,269.82
393,12802.0,140,371.67
394,12803.0,55,99.79
395,12804.0,67,135.16
396,12805.0,58,211.75
397,12806.0,67,445.75
398,12807.0,18,144.65
399,12808.0,54,207.14000000000001
400,12809.0,89,567.12
401,12810.0,32,62.13
402,12811.0,56,243.8
403,12812.0,15,31.03
404,12813.0,45,105.55
405,12814.0,2,41.79
406,12815.0,47,253.87
407,12816.0,29,256.15
408,12817.0,25,190.68
409,12818.0,16,101.77
410,12819.0,19,63.35
411,12820.0,163,400.01
412,12821.0,13,31.28
413,12822.0,47,138.81
414,12823.0,18,124.3
415,12824.0,25,63.39
416,12825.0,24,147.74
417,12826.0,171,358.74
418,12827.0,25,71.7
419,12828.0,56,173.04
420,12829.0,20,189.13
421,12830.0,39,107.52
422,12831.0,22,62.269999999999996
423,12832.0,27,79.08
424,12833.0,24,130.59
425,12834.0,18,88.09
426,12837.0,92,380.77
427,12840.0,181,388.52
428,12842.0,48,181.83
429,12843.0,230,941.8
430,12844.0,103,341.03000000000003
431,12845.0,27,75.34
432,12846.0,1,15.58
433,12847.0,126,166.54
434,12848.0,16,63.55
435,12849.0,148,532.56
436,12850.0,2,3.3
437,12851.0,80,196.83
438,12852.0,20,70.9
439,12853.0,157,634.29
440,12854.0,275,845.26
441,12855.0,70,367.4
442,12856.0,317,815.88
443,12857.0,122,444.65
444,12858.0,50,178.31
445,12859.0,21,57.25
446,12860.0,17,43.37
447,12861.0,4,24.0
448,12862.0,133,407.08
449,12863.0,49,203.48999999999998
450,12864.0,7,4.7299999999999995
451,12865.0,196,597.4
452,12866.0,63,232.93
453,12868.0,146,388.45
454,12869.0,37,95.32
455,12870.0,97,453.34
456,12871.0,18,50.56
457,12873.0,35,120.33
458,12874.0,49,148.97
459,12875.0,8,3.0100000000000002
460,12876.0,171,430.01
461,12877.0,277,547.02
462,12878.0,49,98.03
463,12879.0,12,24.22
464,12880.0,36,148.42000000000002
465,12881.0,7,230.8
466,12882.0,13,83.69
467,12883.0,42,248.93
468,12884.0,7,111.89
469,12885.0,72,272.06
470,12886.0,86,322.07
471,12887.0,13,61.65
472,12888.0,7,41.53
473,12889.0,27,137.23
474,12890.0,139,268.9
475,12891.0,12,4.64
476,12892.0,18,59.58
477,12893.0,34,75.17
478,12894.0,21,118.3
479,12895.0,24,79.4
480,12896.0,1,5.95
481,12897.0,14,52.85
482,12898.0,32,78.87
483,12899.0,17,86.14999999999999
484,12900.0,13,47.019999999999996
485,12901.0,125,189.19
486,12902.0,10,56.19
487,12903.0,41,93.59
488,12904.0,72,222.12
489,12905.0,55,198.68
490,12906.0,63,160.77
491,12907.0,29,150.41
492,12908.0,7,3.8000000000000003
493,12909.0,168,828.4
494,12910.0,138,265.91
495,12911.0,248,775.7
496,12912.0,24,65.26
497,12913.0,96,297.35
498,12914.0,9,10.299999999999999
499,12915.0,81,453.92
500,12916.0,186,824.48
501,12917.0,53,198.45000000000002
502,12919.0,52,144.12
503,12920.0,60,185.05
504,12922.0,28,45.58
505,12923.0,62,221.26
506,12924.0,76,194.70000000000002
507,12925.0,50,105.85
508,12926.0,274,688.93
509,12927.0,11,31.14
510,12928.0,179,345.08
511,12929.0,9,69.7
512,12930.0,27,80.77
513,12931.0,282,524.58
514,12932.0,95,197.23000000000002
515,12933.0,300,944.22
516,12934.0,2,83.34
517,12935.0,260,689.92
518,12936.0,63,128.61
519,12937.0,217,512.18
520,12938.0,9,11.44
521,12939.0,86,223.39000000000001
522,12940.0,103,411.35
523,12941.0,27,44.44
524,12942.0,91,397.89
525,12943.0,27,135.25
526,12944.0,30,95.66
527,12945.0,51,189.43
528,12946.0,20,66.35
529,12947.0,120,489.3
530,12948.0,127,362.48
531,12950.0,23,31.95
532,12951.0,201,584.9300000000001
533,12952.0,80,325.9
534,12953.0,48,243.36
535,12954.0,10,31.150000000000002
536,12955.0,183,310.94
537,12956.0,42,125.23
538,12958.0,57,253.99
539,12959.0,9,48.0
540,12960.0,70,144.12
541,12961.0,40,65.05
542,12962.0,16,47.77
543,12963.0,197,647.4
544,12964.0,26,94.17
545,12965.0,109,399.36
546,12966.0,10,34.230000000000004
547,12967.0,94,485.55
548,12968.0,5,16.45
549,12969.0,5,22.95
550,12972.0,85,282.02
551,12973.0,6,170.25
552,12974.0,32,173.56
553,12975.0,118,590.61
554,12976.0,154,237.32999999999998
555,12977.0,59,340.89
556,12978.0,164,430.16
557,12979.0,57,132.71
558,12980.0,59,906.99
559,12981.0,20,32.47
560,12982.0,214,635.25
561,12983.0,30,32.39
562,12984.0,4,15.4
563,12985.0,78,145.84
564,12986.0,142,533.29
565,12987.0,68,339.68
566,12988.0,92,378.14
567,12989.0,105,331.54
568,12990.0,27,53.95
569,12991.0,45,182.0
570,12992.0,6,27.3
571,12993.0,82,190.05
572,12994.0,73,304.81
573,12995.0,5,7.99
574,12996.0,22,126.1
575,12997.0,121,348.85
576,12998.0,61,95.76
577,12999.0,28,71.38
578,13000.0,65,240.94
579,13002.0,23,72.27
580,13003.0,6,13.5
581,13005.0,60,283.96999999999997
582,13006.0,4,21.18
583,13007.0,11,65.95
584,13008.0,39,92.07
585,13009.0,4,7.8
586,13010.0,12,21.41
587,13011.0,6,25.3
588,13012.0,175,558.49
589,13014.0,242,1030.48
590,13016.0,47,149.14
591,13017.0,1,4.25
592,13019.0,57,248.94
593,13020.0,42,139.76
594,13021.0,266,990.35
595,13022.0,5,25.3
596,13023.0,76,394.93
597,13024.0,34,170.37
598,13025.0,13,27.84
599,13026.0,86,103.84
600,13027.0,90,126.24
601,13028.0,47,47.27
602,13029.0,17,136.32999999999998
603,13030.0,159,502.53
604,13032.0,219,751.51
605,13033.0,13,33.1
606,13034.0,55,138.28
607,13035.0,45,89.68
608,13036.0,6,57.95
609,13037.0,241,861.17
610,13038.0,28,77.23
611,13039.0,55,302.19
612,13040.0,43,120.57000000000001
613,13041.0,35,133.87
614,13042.0,200,638.93
615,13043.0,14,88.78999999999999
616,13045.0,45,132.6
617,13046.0,56,279.44
618,13048.0,273,532.73
619,13049.0,28,85.81
620,13051.0,4,21.45
621,13052.0,253,915.12
622,13053.0,17,52.75
623,13054.0,1,14.0
624,13055.0,158,364.67
625,13056.0,19,90.74
626,13057.0,43,141.99
627,13058.0,8,46.6
628,13059.0,205,908.27
629,13060.0,15,59.74
630,13061.0,10,34.03
631,13062.0,11,75.00999999999999
632,13063.0,12,27.5
633,13064.0,94,458.86
634,13065.0,77,342.28000000000003
635,13066.0,49,172.27
636,13067.0,32,146.2
637,13068.0,2,3.44
638,13070.0,35,71.42
639,13071.0,12,49.27
640,13072.0,7,23.450000000000003
641,13073.0,27,95.97999999999999
642,13074.0,30,122.67
643,13075.0,22,44.87
644,13076.0,9,35.85
645,13079.0,17,52.69
646,13080.0,20,61.22
647,13082.0,134,341.1
648,13083.0,22,63.86
649,13084.0,4,3.4
650,13086.0,47,184.93
651,13087.0,15,85.77
652,13088.0,20,83.12
653,13092.0,115,579.3
654,13094.0,38,51.77
655,13095.0,6,4.16
656,13096.0,1,69.95
657,13099.0,1,0.72
658,13101.0,51,131.38
659,13103.0,33,76.06
660,13104.0,30,65.38
661,13105.0,1,0.72
662,13106.0,17,216.91
663,13107.0,189,370.97
664,13108.0,45,67.08
665,13109.0,74,214.64000000000001
666,13111.0,12,23.66
667,13112.0,5,13.47
668,13114.0,16,89.54
669,13116.0,31,151.6
670,13117.0,189,496.15
671,13118.0,152,651.82
672,13119.0,11,16.65
673,13120.0,1,2.55
674,13121.0,53,88.64
675,13122.0,55,145.01
676,13123.0,45,144.67
677,13124.0,298,950.44
678,13125.0,21,100.98
679,13126.0,260,622.55
680,13127.0,15,43.28
681,13128.0,1,8.5
682,13129.0,11,20.46
683,13130.0,2,4.5
684,13131.0,151,486.68
685,13132.0,3,14.8
686,13133.0,12,62.75
687,13134.0,128,425.04
688,13135.0,18,73.92
689,13138.0,100,315.02
690,13139.0,269,843.24
691,13140.0,122,398.7
692,13142.0,23,68.93
693,13143.0,24,65.7
694,13144.0,6,27.9
695,13145.0,11,619.26
696,13146.0,17,34.46
697,13147.0,4,19.8
698,13149.0,86,247.84
699,13150.0,9,70.42
700,13151.0,182,974.03
701,13152.0,138,559.4
702,13153.0,15,19.17
703,13154.0,97,929.3
704,13155.0,164,458.64
705,13156.0,104,345.36
706,13157.0,253,469.40999999999997
707,13158.0,100,202.83
708,13159.0,122,334.74
709,13160.0,4,12.1
710,13161.0,34,190.04
711,13162.0,243,552.76
712,13163.0,4,21.4
713,13164.0,12,75.44
714,13165.0,49,40.65
715,13166.0,70,178.71
716,13167.0,81,235.45
717,13168.0,182,596.39
718,13169.0,18,78.02
719,13170.0,32,49.48
720,13171.0,48,227.65
721,13172.0,1,1.45
722,13173.0,252,763.99
723,13175.0,51,207.20000000000002
724,13176.0,72,199.98
725,13177.0,30,99.15
726,13179.0,34,70.84
727,13180.0,4,15.05
728,13181.0,19,53.07
729,13182.0,11,7.54
730,13183.0,161,299.0
731,13184.0,183,337.93
732,13185.0,1,5.95
733,13186.0,84,268.89
734,13187.0,65,159.28
735,13188.0,2,19.15
736,13189.0,29,11.36
737,13190.0,18,96.31
738,13191.0,59,110.83
739,13192.0,165,483.52
740,13193.0,29,83.24
741,13194.0,10,25.53
742,13195.0,52,116.95
743,13196.0,190,535.66
744,13197.0,19,87.19
745,13198.0,322,903.36
746,13199.0,209,514.0
747,13200.0,46,155.28
748,13201.0,88,196.82999999999998
749,13202.0,70,351.95
750,13203.0,170,325.84
751,13204.0,57,237.18
752,13205.0,1,10.95
753,13207.0,13,48.08
754,13208.0,255,645.87
755,13210.0,22,33.26
756,13211.0,209,329.94
757,13212.0,143,539.32
758,13213.0,209,544.07
759,13214.0,229,436.56
760,13215.0,1,0.85
761,13216.0,5,7.24
762,13217.0,8,16.68
763,13218.0,5,4.6499999999999995
764,13219.0,11,76.23
765,13220.0,53,224.67000000000002
766,13221.0,66,330.95
767,13222.0,1,2.95
768,13223.0,13,21.54
769,13224.0,109,250.79
770,13225.0,127,353.44
771,13226.0,28,73.89
772,13227.0,9,23.4
773,13228.0,2,3.58
774,13229.0,10,40.6
775,13231.0,1,355.2
776,13232.0,207,678.35
777,13233.0,76,107.78
778,13234.0,63,193.43
779,13236.0,39,157.78
780,13237.0,24,128.65
781,13238.0,48,181.13
782,13239.0,95,265.41
783,13240.0,232,601.71
784,13241.0,42,107.12
785,13242.0,35,69.94
786,13243.0,220,637.15
787,13244.0,27,101.19
788,13245.0,45,181.29
789,13247.0,25,52.69
790,13248.0,26,69.87
791,13249.0,35,94.74
792,13250.0,21,53.42
793,13251.0,25,38.29
794,13252.0,22,110.1
795,13253.0,75,122.27
796,13254.0,4,10.09
797,13255.0,33,143.73
798,13256.0,1,0.0
799,13257.0,9,73.14999999999999
800,13258.0,46,156.32
801,13259.0,324,1004.53
802,13260.0,8,39.74
803,13261.0,9,49.4
804,13262.0,50,192.97
805,13264.0,38,123.03999999999999
806,13265.0,91,215.91
807,13266.0,327,582.6
808,13270.0,2,5.9
809,13271.0,101,117.29
810,13272.0,15,80.09
811,13273.0,16,20.77
812,13274.0,19,71.45
813,13275.0,50,105.58
814,13276.0,251,886.52
815,13277.0,23,30.55
816,13278.0,109,208.95
817,13279.0,11,30.630000000000003
818,13280.0,211,645.18
819,13281.0,26,64.61
820,13282.0,54,225.67
821,13283.0,20,49.9
822,13284.0,14,57.589999999999996
823,13285.0,231,539.3
824,13286.0,49,202.81
825,13287.0,74,218.05
826,13288.0,12,70.58
827,13289.0,16,70.25
828,13290.0,3,625.89
829,13292.0,60,249.62
830,13293.0,73,245.15
831,13294.0,102,362.54
832,13295.0,76,177.16
833,13296.0,53,99.37
834,13297.0,124,355.21
835,13298.0,2,7.5
836,13299.0,66,315.07
837,13300.0,58,229.93
838,13301.0,81,213.65
839,13302.0,3,44.45
840,13303.0,4,17.54
841,13304.0,87,345.94
842,13305.0,206,723.46
843,13306.0,4,3.81
844,13307.0,15,48.54
845,13308.0,74,224.53
846,13309.0,130,194.07
847,13310.0,100,333.39
848,13311.0,26,107.14
849,13312.0,5,17.85
850,13313.0,191,433.57
851,13314.0,75,259.82
852,13315.0,22,43.3
853,13316.0,177,607.25
854,13318.0,20,57.14
855,13320.0,155,280.74
856,13321.0,11,23.37
857,13322.0,25,69.26
858,13323.0,21,95.55
859,13324.0,139,440.43
860,13325.0,12,36.34
861,13326.0,13,37.89
862,13328.0,17,31.919999999999998
863,13329.0,132,343.7
864,13330.0,118,266.12
865,13331.0,12,142.15
866,13332.0,21,63.74
867,13333.0,55,136.98
868,13335.0,1,955.06
869,13336.0,51,127.62
870,13337.0,90,304.99
871,13338.0,146,882.47
872,13339.0,54,282.72
873,13341.0,42,175.65
874,13342.0,2,7.050000000000001
875,13343.0,22,141.32999999999998
876,13344.0,119,596.01
877,13345.0,22,124.8
878,13346.0,6,11.35
879,13347.0,8,60.16
880,13348.0,14,30.88
881,13349.0,16,64.42
882,13350.0,43,401.03
883,13351.0,16,103.97
884,13352.0,27,95.26
885,13353.0,3,28.849999999999998
886,13354.0,51,94.28
887,13355.0,32,87.23
888,13356.0,42,181.28
889,13358.0,29,145.19
890,13359.0,61,341.1
891,13360.0,73,305.61
892,13361.0,34,150.9
893,13362.0,304,1028.33
894,13363.0,102,344.78
895,13364.0,20,51.96
896,13365.0,134,440.41
897,13366.0,1,0.39
898,13367.0,20,92.2
899,13368.0,53,246.68
900,13369.0,33,197.56
901,13370.0,88,332.38
902,13371.0,95,394.58
903,13372.0,23,138.47
904,13374.0,17,102.75
905,13375.0,72,229.26
906,13376.0,53,285.13
907,13377.0,81,482.48
908,13378.0,1,756.4
909,13379.0,97,169.78
910,13380.0,3,3.95
911,13382.0,86,208.48
912,13383.0,1,1.06
913,13384.0,271,857.04
914,13385.0,35,158.66
915,13386.0,31,71.14
916,13387.0,73,140.41
917,13388.0,70,335.88
918,13389.0,51,196.09
919,13390.0,13,39.79
920,13391.0,1,14.95
921,13392.0,8,11.57
922,13393.0,73,311.99
923,13395.0,81,154.44
924,13396.0,47,188.98
925,13397.0,93,445.74
926,13398.0,39,157.72
927,13399.0,15,54.15
928,13400.0,24,50.25
929,13402.0,96,233.34
930,13403.0,9,32.8
931,13404.0,11,31.91
932,13405.0,46,219.321
933,13406.0,10,24.14
934,13407.0,92,243.07999999999998
935,13409.0,1,525.65
936,13410.0,53,129.9
937,13411.0,18,58.75
938,13412.0,34,163.85
939,13413.0,45,89.36
940,13414.0,57,122.67
941,13415.0,116,285.25
942,13416.0,26,127.10000000000001
943,13417.0,82,378.04
944,13419.0,16,16.19
945,13420.0,10,31.89
946,13421.0,275,637.55
947,13422.0,128,389.84000000000003
948,13423.0,12,26.779999999999998
949,13424.0,41,71.83
950,13425.0,181,469.05
951,13427.0,52,88.69
952,13428.0,144,266.24
953,13429.0,67,81.79
954,13430.0,54,94.13
955,13431.0,130,469.34
956,13432.0,111,253.58
957,13433.0,25,112.42
958,13434.0,35,69.44
959,13435.0,154,426.6
960,13436.0,12,69.96
961,13437.0,167,816.46
962,13438.0,1,4.65
963,13439.0,167,345.4
964,13440.0,70,230.1
965,13441.0,38,91.05
966,13442.0,38,266.38
967,13443.0,205,582.58
968,13444.0,58,136.0
969,13445.0,7,13.790000000000001
970,13446.0,214,627.55
971,13447.0,62,195.23
972,13449.0,19,36.57
973,13450.0,148,221.94
974,13452.0,3,624.95
975,13453.0,42,173.47
976,13454.0,23,34.19
977,13455.0,164,763.94
978,13456.0,65,228.95
979,13457.0,11,17.34
980,13459.0,73,166.6
981,13460.0,17,18.02
982,13461.0,66,133.83
983,13462.0,72,187.23
984,13463.0,1,158.65
985,13464.0,152,565.72
986,13465.0,34,78.73
987,13466.0,59,178.07999999999998
988,13467.0,99,270.45
989,13469.0,6,16.2
990,13470.0,10,16.5
991,13471.0,260,651.96
992,13472.0,28,73.55
993,13473.0,72,305.3
994,13474.0,130,366.54
995,13475.0,86,248.42000000000002
996,13476.0,109,886.9399999999999
997,13477.0,160,407.22
998,13478.0,131,532.78
999,13479.0,58,169.21
1000,13480.0,41,147.18
1001,13481.0,228,679.77
1002,13482.0,20,54.379999999999995
1003,13483.0,10,10.559999999999999
1004,13484.0,40,199.85
1005,13485.0,162,585.39
1006,13486.0,69,200.79
1007,13487.0,49,221.61
1008,13489.0,14,19.84
1009,13490.0,8,75.25
1010,13491.0,268,955.03
1011,13492.0,50,225.08
1012,13493.0,8,103.17
1013,13494.0,18,65.97
1014,13495.0,159,366.25
1015,13496.0,36,111.74
1016,13497.0,69,224.78
1017,13498.0,17,38.51
1018,13499.0,45,95.83
1019,13500.0,87,304.93
1020,13501.0,116,431.65
1021,13502.0,34,81.36
1022,13503.0,210,694.02
1023,13504.0,22,81.44
1024,13505.0,227,770.46
1025,13506.0,103,289.28000000000003
1026,13507.0,162,543.38
1027,13508.0,28,107.53
1028,13509.0,49,66.28
1029,13510.0,302,949.4300000000001
1030,13511.0,6,70.44
1031,13512.0,39,121.69
1032,13513.0,42,118.26
1033,13514.0,21,102.85
1034,13515.0,76,198.02
1035,13516.0,61,218.0
1036,13517.0,143,417.65000000000003
1037,13518.0,38,104.57
1038,13519.0,20,94.74
1039,13520.0,212,966.76
1040,13522.0,5,16.35
1041,13524.0,27,93.56
1042,13525.0,6,23.41
